"","Amaretto Sour.txt","Aperol Spritz.txt","Boulevardier.txt","Classic Old Fashioned.txt","Cosmopolitan.txt","Daiquiri.txt","French75.txt","GinandTonic.txt","GinFizz.txt","Mai Tai.txt","Manhattan.txt","Margarita.txt","Mojito.txt","MoscowMule.txt","NewYorkSour.txt","Paloma.txt","Pinacolada.txt","TomCollins.txt","Whiskey sour.txt","Whisky Smash.txt"
"gir",0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0,0,0,0,0,0,0,0
"glassinstruct",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"grape",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"guni",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"half",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"handwhat",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"hold",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"ideal",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"includ",0,0,0,0,0,0,3.5778371164529,0,1.7720405204391,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"individu",0,0,0,0,0,0,1.78891855822645,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"job",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"kept",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"kid",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"kiddi",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"kindsher",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"mari",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"market",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"minti",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,2.22462355152433
"mixtur",0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0,0,0,0,0,0,0,0
"mocktail",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"mouthfeel",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"multipl",0,0,0,0,0,0,1.78891855822645,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"nonalcohol",0,0,0,0,0,0,5.36675567467935,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"noth",0,0,0,0,0,0,1.78891855822645,0,0,1.67635004019285,0,1.99100870034283,0,0,0,0,0,0,0,0
"occas",0,0,0,0,0,0,5.36675567467935,0,0,0,0,0,0,0,0,0,0,0,0,0
"pairingwhen",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"pare",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"peopl",0,0,0,0,0,0,1.78891855822645,0,0,1.67635004019285,0,0,0,1.78891855822645,0,0,0,0,0,2.22462355152433
"pitcher",0,0,0,0,0,0,3.5778371164529,0,0,0,0,1.99100870034283,1.82355405488921,0,0,0,0,0,0,0
"pith",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"power",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"pregnant",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,1.91578527910524,0,0,0
"promot",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"remain",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,1.91578527910524,0,0,0
"set",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"sheet",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"sidecar",0,0,0,0,0,0,1.78891855822645,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"singl",0,0,0,0,0,0,1.78891855822645,0,0,1.67635004019285,0,0,0,0,0,0,0,0,2.10100959555716,0
"someth",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"sourc",0,0,0,0,0,0,1.78891855822645,2.03356831476162,0,0,0,1.99100870034283,0,1.78891855822645,0,1.92062790358103,0,0,0,0
"space",0,0,0,0,0,0,1.78891855822645,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"twist",0,0,0,0,0,0,8.94459279113226,0,0,0,0,0,0,0,0,0,0,0,0,0
"twistcut",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"unexpect",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"widthwis",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"women",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"young",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"abroad",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"accentu",0,0,0,0,0,0,0,4.06713662952325,0,0,0,0,0,0,0,0,0,0,0,0
"accord",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"ago",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"appreci",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"aroma",0,0,0,0,0,0,0,4.06713662952325,0,0,0,0,0,0,0,0,0,0,0,0
"balloon",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"berri",0,0,0,0,0,0,0,12.2014098885697,0,0,0,0,3.64710810977842,0,0,0,0,0,0,4.44924710304867
"big",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,4.20201919111431,0
"bigger",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"blanc",0,0,0,0,0,0,0,4.06713662952325,0,0,0,0,0,0,0,0,0,0,0,0
"blood",0,0,0,0,0,0,0,8.1342732590465,0,0,0,0,0,0,0,0,0,0,0,0
"british",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"countri",0,0,0,0,0,0,0,6.10070494428487,0,0,0,0,0,0,0,0,0,0,0,0
"coup",0,0,0,0,0,0,0,2.03356831476162,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"creativ",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"cue",0,0,0,0,0,0,0,4.06713662952325,0,0,0,0,0,0,0,0,0,0,0,0
"cure",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"demonstr",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"evan",0,0,0,0,0,0,0,4.06713662952325,0,0,0,0,0,0,0,0,0,0,0,0
"feat",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"flair",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,1.82355405488921,0,0,0,1.91578527910524,0,0,0
"flow",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"game",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"ginton",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"grenadin",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"groceri",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"help",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,3.64710810977842,0,0,0,0,0,0,0
"highbal",0,0,0,0,0,0,0,4.06713662952325,0,0,0,0,0,1.78891855822645,0,0,0,4.14470867959356,0,0
"highlight",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,2.22462355152433
"intrigu",0,0,0,0,0,0,0,2.03356831476162,0,0,1.8017667007043,1.99100870034283,0,0,1.98064591330728,0,0,0,0,0
"junip",0,0,0,0,0,0,0,12.2014098885697,0,0,0,0,0,0,0,0,0,0,0,0
"known",0,0,0,0,0,0,0,2.03356831476162,0,1.67635004019285,0,0,0,0,0,0,1.91578527910524,0,0,0
"leav",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,1.82355405488921,0,0,0,0,0,0,6.673870654573
"lillet",0,0,0,0,0,0,0,6.10070494428487,0,0,0,0,0,0,0,0,0,0,0,0
"longer",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"madrid",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"malaria",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"melt",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"nerd",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"nostalgia",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"onlin",0,0,0,0,0,0,0,2.03356831476162,0,1.67635004019285,1.8017667007043,0,0,0,0,0,3.83157055821048,0,0,0
"open",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"photograph",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,2.07235433979678,0,0
"pomegran",0,0,0,0,0,0,0,6.10070494428487,0,0,0,0,0,0,0,0,0,0,0,0
"predomin",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"pronounc",0,0,0,0,0,0,0,2.03356831476162,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"quinin",0,0,0,0,0,0,0,4.06713662952325,0,0,0,0,0,0,0,0,0,0,0,0
"remind",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"research",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"rosemari",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"scientif",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"soldier",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"spain",0,0,0,0,0,0,0,6.10070494428487,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"spanish",0,0,0,0,0,0,0,8.1342732590465,0,0,1.8017667007043,0,0,0,0,1.92062790358103,1.91578527910524,0,0,0
"speak",0,0,0,0,0,0,0,6.10070494428487,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"stem",0,0,0,0,0,0,0,6.10070494428487,0,0,0,0,0,0,0,0,0,0,0,0
"stuck",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"studi",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"take",0,0,0,0,0,0,0,4.06713662952325,1.7720405204391,3.35270008038569,1.8017667007043,7.96403480137131,0,5.36675567467935,1.98064591330728,1.92062790358103,0,4.14470867959356,0,0
"theyr",0,0,0,0,0,0,0,4.06713662952325,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"tip",0,0,0,0,0,0,0,14.2349782033314,0,0,0,1.99100870034283,0,0,0,3.84125580716206,0,0,0,0
"touch",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"ultra",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,1.82355405488921,0,0,0,0,2.07235433979678,0,0
"veget",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"video",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"whiff",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"wider",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"wonder",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"zcheen",0,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"alley",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"altern",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,2.07235433979678,2.10100959555716,2.22462355152433
"amazon",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"answer",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"aquafaba",0,0,0,0,0,0,0,0,8.8602026021955,0,0,0,0,0,0,0,0,0,0,0
"area",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"ask",0,0,0,0,0,0,0,0,1.7720405204391,0,0,1.99100870034283,0,0,0,0,0,0,2.10100959555716,0
"beer",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,25.0448598151703,0,0,0,0,0,0
"binder",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"book",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"cabinet",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"carbon",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,3.5778371164529,0,0,0,0,0,0
"cheapest",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"chickpea",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"collin",0,0,0,0,0,0,0,0,3.5440810408782,0,0,0,0,0,1.98064591330728,0,0,45.5917954755292,0,0
"comment",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,2.22462355152433
"distilleri",0,0,0,0,0,0,0,0,3.5440810408782,0,0,0,0,0,0,0,0,0,0,0
"eat",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"enjoy",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,2.10100959555716,0
"equal",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"equival",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"ever",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"experi",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,2.07235433979678,0,0
"fall",0,0,0,0,0,0,0,0,1.7720405204391,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"fizzexcept",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"fizzi",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"foamtop",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"gimlet",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"guest",0,0,0,0,0,0,0,0,3.5440810408782,1.67635004019285,0,0,1.82355405488921,0,0,0,0,0,0,0
"hanki",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"healthi",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"hope",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"indianapoli",0,0,0,0,0,0,0,0,1.7720405204391,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"inexpens",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,1.78891855822645,0,0,0,2.07235433979678,0,0
"insid",0,0,0,0,0,0,0,0,1.7720405204391,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"invest",0,0,0,0,0,0,0,0,3.5440810408782,0,0,0,0,0,0,0,0,0,0,0
"isnt",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"jar",0,0,0,0,0,0,0,0,5.3161215613173,1.67635004019285,0,0,0,1.78891855822645,0,0,0,4.14470867959356,0,6.673870654573
"layer",0,0,0,0,0,0,0,0,3.5440810408782,1.67635004019285,0,1.99100870034283,0,0,19.8064591330728,1.92062790358103,1.91578527910524,0,0,0
"lid",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,2.07235433979678,0,0
"lookout",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"magic",0,0,0,0,0,0,0,0,3.5440810408782,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"mason",0,0,0,0,0,0,0,0,3.5440810408782,1.67635004019285,0,0,0,0,0,0,0,2.07235433979678,0,2.22462355152433
"mass",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"meringu",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"mesh",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"minut",0,0,0,0,0,0,0,0,1.7720405204391,0,1.8017667007043,0,0,1.78891855822645,0,0,0,2.07235433979678,0,2.22462355152433
"must",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"obsess",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,2.10100959555716,0
"orlean",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"panki",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"perfor",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,2.07235433979678,0,0
"pie",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"pinch",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"pop",0,0,0,0,0,0,0,0,3.5440810408782,0,0,0,0,0,0,0,0,0,0,0
"print",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"promis",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"ramo",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"result",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"rose",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"sloe",0,0,0,0,0,0,0,0,3.5440810408782,0,0,0,0,0,0,0,0,0,0,0
"sodastream",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"starchi",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"tell",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"textbook",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"tom",0,0,0,0,0,0,0,0,3.5440810408782,0,0,0,0,0,1.98064591330728,0,0,37.3023781163421,0,0
"upon",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"watermelon",0,0,0,0,0,0,0,0,1.7720405204391,0,0,0,1.82355405488921,1.78891855822645,0,0,0,0,0,0
"accent",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"adult",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"age",0,0,0,0,0,0,0,0,0,13.4108003215428,0,1.99100870034283,0,0,0,0,15.3262822328419,0,0,0
"amber",0,0,0,0,0,0,0,0,0,3.35270008038569,0,0,0,0,0,0,1.91578527910524,0,0,0
"anejo",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"appropri",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"añejo",0,0,0,0,0,0,0,0,0,3.35270008038569,0,0,0,0,0,0,3.83157055821048,0,0,0
"bet",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"birdhow",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"black",0,0,0,0,0,0,0,0,0,1.67635004019285,1.8017667007043,0,0,0,0,0,0,0,0,0
"box",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"breakdown",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"breathtak",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"brugal",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,1.91578527910524,0,0,0
"california",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"capit",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"classicwhat",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"coconut",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,1.82355405488921,0,0,0,47.894631977631,0,0,0
"cognac",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,1.91578527910524,0,0,0
"contrari",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"core",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"cost",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"cough",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"cultur",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"curaçao",0,0,0,0,0,0,0,0,0,6.70540016077138,0,0,0,0,0,0,0,0,0,0
"disclosur",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"els",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"exalt",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"expect",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"figur",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"float",0,0,0,0,0,0,0,0,0,5.02905012057854,0,0,0,0,5.94193773992185,0,1.91578527910524,0,0,0
"full",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,1.91578527910524,2.07235433979678,0,2.22462355152433
"fullest",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"golden",0,0,0,0,0,0,0,0,0,5.02905012057854,0,0,0,0,0,0,1.91578527910524,0,0,0
"grand",0,0,0,0,0,0,0,0,0,10.0581002411571,0,0,0,0,0,0,0,0,0,0
"hawaiian",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"highest",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"icefil",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"intend",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"jacqu",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"japanes",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"jungl",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"kickswhen",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"mai",0,0,0,0,0,0,0,0,0,38.5560509244355,0,0,0,0,0,0,0,0,0,0
"marnier",0,0,0,0,0,0,0,0,0,10.0581002411571,0,0,0,0,0,0,0,0,0,0
"mocktailorang",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"mystifi",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"nutti",0,0,0,0,0,0,0,0,0,6.70540016077138,1.8017667007043,0,0,0,0,0,0,0,0,0
"oakland",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"often",0,0,0,0,0,0,0,0,0,1.67635004019285,0,1.99100870034283,1.82355405488921,0,1.98064591330728,0,0,0,4.20201919111431,2.22462355152433
"ofwhat",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"orgeat",0,0,0,0,0,0,0,0,0,21.792550522507,0,0,0,0,0,0,0,0,0,0
"orzhaat",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"phenomenon",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"present",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,2.22462355152433
"president",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"punch",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"recent",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"refer",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,2.07235433979678,0,0
"replic",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"resort",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,1.91578527910524,0,0,0
"ruin",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,1.78891855822645,0,0,0,0,0,0
"saccharin",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"sayextraordinarili",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"sens",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"settl",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,1.98064591330728,0,0,0,0,0
"sharp",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,1.92062790358103,0,0,0,0
"showi",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,1.98064591330728,0,0,0,0,0
"signatur",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,2.07235433979678,0,0
